date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:34:10	8093/8093	---M--	200	added ('OK')	image/png	etag:%221f9d-5ec16c7bb5963%22	https://cuwannstore.com/assets/img/logos/Shopeepay.png	F:/Tugas%20Sintong/BELAJAR/03b/Website%20Static%2003%20-%20TopUp%20Store/TopUpStore/cuwannstore.com/assets/img/logos/Shopeepay.png	(from https://cuwannstore.com/order/mobile-legends-moonton)
19:34:10	2358/2358	---M--	200	added ('OK')	image/png	etag:%226f1e6949572cc17bc0fdadf85775a9ac%22	https://assets.tripay.co.id/upload/payment-icon/8ewGzP6SWe1649667701.png	F:/Tugas%20Sintong/BELAJAR/03b/Website%20Static%2003%20-%20TopUp%20Store/TopUpStore/assets.tripay.co.id/upload/payment-icon/8ewGzP6SWe1649667701.png	(from https://cuwannstore.com/order/mobile-legends-moonton)
19:34:10	34219/34219	---M--	200	added ('OK')	image/png	etag:%227840ca315d84968c5330036e62ec1d06%22	https://assets.tripay.co.id/upload/payment-icon/ZT91lrOEad1582929126.png	F:/Tugas%20Sintong/BELAJAR/03b/Website%20Static%2003%20-%20TopUp%20Store/TopUpStore/assets.tripay.co.id/upload/payment-icon/ZT91lrOEad1582929126.png	(from https://cuwannstore.com/order/mobile-legends-moonton)
19:34:10	6329/6329	---M--	200	added ('OK')	image/png	etag:%2298a7301f4bf30f177c0fa3a67d307f1e%22	https://assets.tripay.co.id/upload/payment-icon/szezRhAALB1583408731.png	F:/Tugas%20Sintong/BELAJAR/03b/Website%20Static%2003%20-%20TopUp%20Store/TopUpStore/assets.tripay.co.id/upload/payment-icon/szezRhAALB1583408731.png	(from https://cuwannstore.com/order/mobile-legends-moonton)
19:34:11	8176/8176	---M--	200	added ('OK')	image/png	etag:%22f69c5388ec1079e20d500dc15c9cf1ee%22	https://assets.tripay.co.id/upload/payment-icon/n22Qsh8jMa1583433577.png	F:/Tugas%20Sintong/BELAJAR/03b/Website%20Static%2003%20-%20TopUp%20Store/TopUpStore/assets.tripay.co.id/upload/payment-icon/n22Qsh8jMa1583433577.png	(from https://cuwannstore.com/order/mobile-legends-moonton)
19:34:11	12040/12040	---M--	200	added ('OK')	image/png	etag:%2272cf744d5f7235502eba1fbf1e2a42bd%22	https://assets.tripay.co.id/upload/payment-icon/8WQ3APST5s1579461828.png	F:/Tugas%20Sintong/BELAJAR/03b/Website%20Static%2003%20-%20TopUp%20Store/TopUpStore/assets.tripay.co.id/upload/payment-icon/8WQ3APST5s1579461828.png	(from https://cuwannstore.com/order/mobile-legends-moonton)
19:34:11	11167/11167	---M--	200	added ('OK')	image/png	etag:%222b9f-5ec16c7bb6904%22	https://cuwannstore.com/assets/img/logos/mandiri.png	F:/Tugas%20Sintong/BELAJAR/03b/Website%20Static%2003%20-%20TopUp%20Store/TopUpStore/cuwannstore.com/assets/img/logos/mandiri.png	(from https://cuwannstore.com/order/mobile-legends-moonton)
19:34:12	9308/9308	---M--	200	added ('OK')	image/png	etag:%22daf6b3df5e065d94464b8a931202c7fc%22	https://assets.tripay.co.id/upload/payment-icon/KHcqcmqVFQ1607091889.png	F:/Tugas%20Sintong/BELAJAR/03b/Website%20Static%2003%20-%20TopUp%20Store/TopUpStore/assets.tripay.co.id/upload/payment-icon/KHcqcmqVFQ1607091889.png	(from https://cuwannstore.com/order/mobile-legends-moonton)
19:34:12	5894/5894	---M--	200	added ('OK')	image/png	etag:%225048e5425e5bf5c55a7598f27f290db6%22	https://assets.tripay.co.id/upload/payment-icon/WtEJwfuphn1614003973.png	F:/Tugas%20Sintong/BELAJAR/03b/Website%20Static%2003%20-%20TopUp%20Store/TopUpStore/assets.tripay.co.id/upload/payment-icon/WtEJwfuphn1614003973.png	(from https://cuwannstore.com/order/mobile-legends-moonton)
19:34:12	11761/11761	---M--	200	added ('OK')	image/png	etag:%226baff7c234744a9bb9e0c0f620d7f92a%22	https://assets.tripay.co.id/upload/payment-icon/tEclz5Assb1643375216.png	F:/Tugas%20Sintong/BELAJAR/03b/Website%20Static%2003%20-%20TopUp%20Store/TopUpStore/assets.tripay.co.id/upload/payment-icon/tEclz5Assb1643375216.png	(from https://cuwannstore.com/order/mobile-legends-moonton)
19:34:12	5358/5358	---M--	200	added ('OK')	image/png	etag:%22b9267a525e479c08c162435a9b43d2dd%22	https://assets.tripay.co.id/upload/payment-icon/T9Z012UE331583531536.png	F:/Tugas%20Sintong/BELAJAR/03b/Website%20Static%2003%20-%20TopUp%20Store/TopUpStore/assets.tripay.co.id/upload/payment-icon/T9Z012UE331583531536.png	(from https://cuwannstore.com/order/mobile-legends-moonton)
19:34:12	3813/3813	---M--	200	added ('OK')	image/png	etag:%22c601f2df6f6d2f5b46dda181d73938ed%22	https://assets.tripay.co.id/upload/payment-icon/jiGZMKp2RD1583433506.png	F:/Tugas%20Sintong/BELAJAR/03b/Website%20Static%2003%20-%20TopUp%20Store/TopUpStore/assets.tripay.co.id/upload/payment-icon/jiGZMKp2RD1583433506.png	(from https://cuwannstore.com/order/mobile-legends-moonton)
19:34:12	4537/4537	---M--	200	added ('OK')	image/png	etag:%223f4e0de3caa3ead00e63f29764cc27b1%22	https://assets.tripay.co.id/upload/payment-icon/zNzuO5AuLw1583513974.png	F:/Tugas%20Sintong/BELAJAR/03b/Website%20Static%2003%20-%20TopUp%20Store/TopUpStore/assets.tripay.co.id/upload/payment-icon/zNzuO5AuLw1583513974.png	(from https://cuwannstore.com/order/mobile-legends-moonton)
19:34:13	2136/2136	---M--	200	added ('OK')	image/png	etag:%22f0d3522923dcbd4dd70631999c10a90c%22	https://assets.tripay.co.id/upload/payment-icon/aQTdaUC2GO1593660384.png	F:/Tugas%20Sintong/BELAJAR/03b/Website%20Static%2003%20-%20TopUp%20Store/TopUpStore/assets.tripay.co.id/upload/payment-icon/aQTdaUC2GO1593660384.png	(from https://cuwannstore.com/order/mobile-legends-moonton)
19:34:13	5052/5052	---M--	200	added ('OK')	image/png	etag:%2228380515fca2c6f9a34c8d63c84082ee%22	https://cdn1.codashop.com/S/content/common/images/denom-image/FreeFire/Freefire_diamonds.png	F:/Tugas%20Sintong/BELAJAR/03b/Website%20Static%2003%20-%20TopUp%20Store/TopUpStore/cdn1.codashop.com/S/content/common/images/denom-image/FreeFire/Freefire_diamonds.png	(from https://cuwannstore.com/order/free-fire-garena)
19:34:14	8003/8003	---MCZ	403	error ('Forbidden')	text/html	date:Wed,%2008%20Mar%202023%2012:34:20%20GMT	https://www.bangjeff.com/assets/img/icon-mingguan-ff-bangjeff.png	F:/Tugas%20Sintong/BELAJAR/03b/Website%20Static%2003%20-%20TopUp%20Store/TopUpStore/www.bangjeff.com/assets/img/icon-mingguan-ff-bangjeff.4e.delayed	(from https://cuwannstore.com/order/free-fire-garena)
19:34:14	8000/8000	---MCZ	403	error ('Forbidden')	text/html	date:Wed,%2008%20Mar%202023%2012:34:20%20GMT	https://www.bangjeff.com/assets/img/icon-bulanan-ff-bangjeff.png	F:/Tugas%20Sintong/BELAJAR/03b/Website%20Static%2003%20-%20TopUp%20Store/TopUpStore/www.bangjeff.com/assets/img/icon-bulanan-ff-bangjeff.4f.delayed	(from https://cuwannstore.com/order/free-fire-garena)
19:34:15	7884/7884	---MCZ	403	error ('Forbidden')	text/html	date:Wed,%2008%20Mar%202023%2012:34:21%20GMT	https://argamingshop.com/assets/img/1652356893cp.png	F:/Tugas%20Sintong/BELAJAR/03b/Website%20Static%2003%20-%20TopUp%20Store/TopUpStore/argamingshop.com/assets/img/1652356893cp.50.delayed	(from https://cuwannstore.com/order/call-of-duty-mobile-garena)
19:34:16	7980/7980	---MCZ	403	error ('Forbidden')	text/html	date:Wed,%2008%20Mar%202023%2012:34:22%20GMT	https://www.bangjeff.com/assets/img/icon-voucher-aov-bangjeff.png	F:/Tugas%20Sintong/BELAJAR/03b/Website%20Static%2003%20-%20TopUp%20Store/TopUpStore/www.bangjeff.com/assets/img/icon-voucher-aov-bangjeff.51.delayed	(from https://cuwannstore.com/order/arena-of-valor-garena)
19:34:17	7980/7980	---MCZ	403	error ('Forbidden')	text/html	date:Wed,%2008%20Mar%202023%2012:34:22%20GMT	https://www.bangjeff.com/assets/img/icon-wc-lol-bangjeff.png	F:/Tugas%20Sintong/BELAJAR/03b/Website%20Static%2003%20-%20TopUp%20Store/TopUpStore/www.bangjeff.com/assets/img/icon-wc-lol-bangjeff.52.delayed	(from https://cuwannstore.com/order/league-of-legends-riot)
19:34:17	7967/7967	---MCZ	403	error ('Forbidden')	text/html	date:Wed,%2008%20Mar%202023%2012:34:23%20GMT	https://argamingshop.com/assets/img/1652357352genshin.png	F:/Tugas%20Sintong/BELAJAR/03b/Website%20Static%2003%20-%20TopUp%20Store/TopUpStore/argamingshop.com/assets/img/1652357352genshin.53.delayed	(from https://cuwannstore.com/order/genshin-impact-mihoyo)
19:34:18	8066/8066	---MCZ	403	error ('Forbidden')	text/html	date:Wed,%2008%20Mar%202023%2012:34:24%20GMT	https://argamingshop.com/assets/img/1652357558ezgif.com-gif-maker%20(3).png	F:/Tugas%20Sintong/BELAJAR/03b/Website%20Static%2003%20-%20TopUp%20Store/TopUpStore/argamingshop.com/assets/img/1652357558ezgif.com-gif-maker%20(3).54.delayed	(from https://cuwannstore.com/order/genshin-impact-mihoyo)
19:34:18	7918/7918	---MCZ	403	error ('Forbidden')	text/html	date:Wed,%2008%20Mar%202023%2012:34:24%20GMT	https://argamingshop.com/assets/img/1652357256candy.png	F:/Tugas%20Sintong/BELAJAR/03b/Website%20Static%2003%20-%20TopUp%20Store/TopUpStore/argamingshop.com/assets/img/1652357256candy.55.delayed	(from https://cuwannstore.com/order/sausage-man-xd-global)
19:34:19	7981/7981	---MCZ	403	error ('Forbidden')	text/html	date:Wed,%2008%20Mar%202023%2012:34:25%20GMT	https://argamingshop.com/assets/img/1652357657diamond%20astrl.png	F:/Tugas%20Sintong/BELAJAR/03b/Website%20Static%2003%20-%20TopUp%20Store/TopUpStore/argamingshop.com/assets/img/1652357657diamond%20astrl.56.delayed	(from https://cuwannstore.com/order/lords-mobile-igg)
19:34:20	7939/7939	---MCZ	403	error ('Forbidden')	text/html	date:Wed,%2008%20Mar%202023%2012:34:25%20GMT	https://argamingshop.com/assets/img/1661846715omega.png	F:/Tugas%20Sintong/BELAJAR/03b/Website%20Static%2003%20-%20TopUp%20Store/TopUpStore/argamingshop.com/assets/img/1661846715omega.57.delayed	(from https://cuwannstore.com/order/omega-legends-igg)
19:34:20	7992/7992	---MCZ	403	error ('Forbidden')	text/html	date:Wed,%2008%20Mar%202023%2012:34:26%20GMT	https://argamingshop.com/assets/img/1661846805Dragon%20raja.png	F:/Tugas%20Sintong/BELAJAR/03b/Website%20Static%2003%20-%20TopUp%20Store/TopUpStore/argamingshop.com/assets/img/1661846805Dragon%20raja.58.delayed	(from https://cuwannstore.com/order/dragon-raja-sea-zloong)
19:34:21	7968/7968	---MCZ	403	error ('Forbidden')	text/html	date:Wed,%2008%20Mar%202023%2012:34:27%20GMT	https://argamingshop.com/assets/img/1661846974life%20after.png	F:/Tugas%20Sintong/BELAJAR/03b/Website%20Static%2003%20-%20TopUp%20Store/TopUpStore/argamingshop.com/assets/img/1661846974life%20after.59.delayed	(from https://cuwannstore.com/order/lifeafter-netease)
19:34:22	7985/7985	---MCZ	403	error ('Forbidden')	text/html	date:Wed,%2008%20Mar%202023%2012:34:28%20GMT	https://argamingshop.com/assets/img/1661846497naruto.png	F:/Tugas%20Sintong/BELAJAR/03b/Website%20Static%2003%20-%20TopUp%20Store/TopUpStore/argamingshop.com/assets/img/1661846497naruto.5a.delayed	(from https://cuwannstore.com/order/naruto-slugfest-x-sea-hong-kong-yoyoo-technology-limited)
19:34:22	7857/7857	---MCZ	403	error ('Forbidden')	text/html	date:Wed,%2008%20Mar%202023%2012:34:28%20GMT	https://bangjeff.com/assets/img/icon-tanium.png	F:/Tugas%20Sintong/BELAJAR/03b/Website%20Static%2003%20-%20TopUp%20Store/TopUpStore/bangjeff.com/assets/img/icon-tanium.5b.delayed	(from https://cuwannstore.com/order/tower-of-fantasy-level-infinite)
